,Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
858,Suzuki,Used,Petrol,26500.0,Mehran VXR,535000,Karachi,Cash,2011.0
859,Toyota,New,Petrol,65000.0,Vitz,1400000,Karachi,Cash,2012.0
860,Suzuki,Used,Petrol,52000.0,Cultus VXR,750000,Karachi,Cash,2010.0
861,Suzuki,Used,CNG,120000.0,Baleno,430000,Karachi,Cash,2004.0
862,Honda,Used,Petrol,84000.0,City IDSI,980000,Karachi,Cash,2006.0
863,Suzuki,Used,CNG,123.0,Alto,515000,Karachi,Cash,2011.0
864,KIA,New,Petrol,10000.0,Sportage,2800000,Karachi,Cash,2003.0
865,Suzuki,Used,CNG,54000.0,Cultus VXL,765000,Karachi,Cash,2009.0
866,Toyota,Used,Petrol,121413.0,Prado,1300000,Karachi,Cash,1993.0
867,Suzuki,Used,CNG,75000.0,Cultus VXR,725000,Karachi,Cash,2010.0
868,Daihatsu,Used,Petrol,72000.0,Mira,1165000,Karachi,Cash,2013.0
869,Toyota,New,Petrol,19000.0,Vitz,1630000,Karachi,Cash,2015.0
870,Suzuki,Used,CNG,1.0,FX,150000,Karachi,Cash,1984.0
871,Toyota,Used,Petrol,16951.0,Corolla GLI,1965000,Karachi,Cash,2017.0
872,Suzuki,Used,CNG,1.0,Alto,390000,Karachi,Cash,2001.0
873,Suzuki,Used,CNG,82000.0,Cultus VXR,615000,Karachi,Cash,2007.0
874,Toyota,Used,Petrol,10000.0,Supra,150000,Pakpattan,Cash,1969.0
875,Suzuki,Used,CNG,16235.0,Cultus VXR,480000,Karachi,Cash,2007.0
876,Suzuki,Used,Petrol,86000.0,Other,870000,Karachi,Cash,2003.0
877,Mitsubishi,Used,Petrol,36600.0,Ek Wagon,1075000,Karachi,Cash,2015.0
878,Toyota,Used,Petrol,147000.0,Corolla Axio,1465000,Karachi,Cash,2012.0
879,Toyota,Used,Petrol,32000.0,Corolla XLI,1900000,Karachi,Cash,2017.0
880,Suzuki,Used,CNG,45000.0,Mehran VXR,310000,Karachi,Cash,2005.0
881,Suzuki,Used,Petrol,56000.0,Mehran VX,180000,Karachi,Cash,1996.0
882,Daihatsu,Used,Hybrid,10000000.0,Charade,235000,Karachi,Cash,1993.0
883,Suzuki,New,Petrol,100000.0,Bolan,620000,Karachi,Cash,2010.0
884,Daihatsu,Used,Petrol,156000.0,Hijet,865000,Karachi,Cash,2013.0
885,Honda,Used,CNG,1.0,Civic VTi Oriel,615000,Karachi,Cash,2001.0
886,Honda,Used,Petrol,67000.0,Other,535000,Karachi,Cash,1998.0
887,Suzuki,Used,CNG,30.0,Other,130000,Karachi,Cash,1989.0
888,Suzuki,New,CNG,66000.0,Alto,465000,Karachi,Cash,2008.0
889,Honda,Used,CNG,152000.0,Civic EXi,655000,Karachi,Cash,2002.0
890,Daihatsu,Used,CNG,105000.0,Cuore,515000,Karachi,Cash,2008.0
891,Daihatsu,Used,CNG,10000000.0,Charade,200000,Karachi,Cash,1986.0
892,Toyota,Used,CNG,300000.0,Corolla GLI,870000,Karachi,Cash,2005.0
893,Suzuki,Used,Hybrid,1500.0,Khyber,230000,Karachi,Cash,1996.0
894,Honda,Used,Petrol,120000.0,Civic VTi,815000,Karachi,Cash,2004.0
895,Toyota,Used,Petrol,88000.0,Vitz,1040000,Karachi,Cash,2008.0
896,Daihatsu,New,CNG,999999.0,Charade,260000,Karachi,Cash,1986.0
897,Nissan,Used,CNG,250000.0,Sunny,385000,Karachi,Cash,1998.0
898,Toyota,Used,Petrol,72300.0,Corolla GLI,1245000,Karachi,Cash,2011.0
899,Suzuki,Used,CNG,52800.0,Cultus VXR,695000,Karachi,Cash,2010.0
900,Suzuki,Used,Petrol,25000.0,Cultus VXR,500000,Karachi,Cash,2006.0
901,Suzuki,New,Petrol,21000.0,Cultus VXR,1125000,Karachi,Cash,2016.0
902,Suzuki,Used,CNG,65000.0,Cultus VXR,500000,Karachi,Cash,2007.0
903,Suzuki,Used,CNG,1.0,Khyber,120000,Karachi,Cash,1992.0
904,Honda,New,Petrol,13000.0,BR-V,2225000,Karachi,Cash,2017.0
905,Toyota,New,Petrol,91.0,Corolla GLI,2385000,Karachi,Cash,2018.0
906,Honda,Used,Petrol,100000.0,City IDSI,930000,Karachi,Cash,2008.0
907,Honda,New,Petrol,70000.0,Civic VTi Oriel Prosmatec,1450000,Karachi,Cash,2010.0
908,Daihatsu,Used,CNG,100000.0,Charade,135000,Karachi,Cash,1986.0
909,Suzuki,New,CNG,65000.0,Mehran VXR,355000,Karachi,Cash,2006.0
910,Honda,New,CNG,4000.0,Accord,170000,Karachi,Cash,1983.0
911,Honda,Used,CNG,404065.0,Other,160000,Karachi,Cash,1985.0
912,Suzuki,Used,Hybrid,173.0,Alto,400000,Karachi,Cash,2006.0
913,Honda,Used,Petrol,77800.0,Civic VTi Oriel Prosmatec,1200000,Karachi,Cash,2010.0
914,Suzuki,Used,Petrol,70000.0,Cultus VXR,565000,Karachi,Cash,2006.0
915,Toyota,Used,Petrol,111.0,Vitz,1280000,Karachi,Cash,2012.0
916,Suzuki,Used,CNG,786.0,Alto,380000,Karachi,Cash,2007.0
917,Honda,New,Petrol,25000.0,City Aspire,1575000,Karachi,Cash,2013.0
918,Suzuki,New,Petrol,51000.0,Swift,1175000,Karachi,Cash,2014.0
919,Toyota,New,Petrol,28000.0,Corolla XLI,1475000,Karachi,Cash,2012.0
920,Toyota,New,Petrol,27000.0,Corolla GLI,1775000,Karachi,Cash,2013.0
921,Suzuki,Used,CNG,100000.0,Mehran VX,265000,Karachi,Cash,2004.0
922,Toyota,Used,Diesel,23000.0,Hilux,3900000,Karachi,Cash,2017.0
923,Suzuki,Used,CNG,1.0,Khyber,240000,Karachi,Cash,1997.0
924,Suzuki,Used,CNG,1.0,Alto,330000,Karachi,Cash,2004.0
925,Honda,Used,Petrol,82000.0,Civic VTi Oriel Prosmatec,1725000,Karachi,Cash,2012.0
926,Toyota,New,Petrol,22000.0,Corolla GLI,1950000,Karachi,Cash,2016.0
927,Toyota,New,Petrol,50.0,Corolla GLI,2290000,Karachi,Cash,2018.0
928,Suzuki,Used,Petrol,10000.0,Mehran VX,180000,Karachi,Cash,1994.0
929,Honda,New,Petrol,26000.0,Civic VTi Oriel Prosmatec,2100000,Karachi,Cash,2014.0
930,Suzuki,New,Petrol,37045.0,Cultus VXR,1080000,Karachi,Cash,2016.0
931,Suzuki,New,Petrol,6000.0,Swift,1550000,Karachi,Cash,2017.0
932,Suzuki,Used,CNG,12.0,Alto,420000,Karachi,Cash,2008.0
933,Daihatsu,Used,Petrol,122000.0,Mira,975000,Karachi,Cash,2012.0
934,Toyota,Used,CNG,234000.0,Corolla XLI,465000,Karachi,Cash,1989.0
935,Suzuki,Used,Petrol,53000.0,Alto,890000,Karachi,Cash,2010.0
936,Honda,Used,Petrol,79000.0,Accord,1190000,Karachi,Cash,2003.0
937,Toyota,Used,Hybrid,142000.0,Prius,1950000,Karachi,Cash,2012.0
938,Suzuki,Used,CNG,1.0,Mehran VX,165000,Karachi,Cash,1990.0
939,Suzuki,Used,CNG,99999.0,Khyber,260000,Karachi,Cash,1998.0
940,Toyota,Used,Petrol,21000.0,Corolla GLI,1850000,Karachi,Cash,2016.0
941,Honda,Used,CNG,90000.0,Civic EXi,465000,Karachi,Cash,1997.0
942,Suzuki,Used,Petrol,20000.0,Cultus VXL,600000,Karachi,Cash,2007.0
943,Suzuki,Used,CNG,72000.0,Alto,550000,Karachi,Cash,2009.0
944,Daihatsu,Used,CNG,10000.0,Charade,175000,Karachi,Cash,1986.0
945,Honda,Used,Petrol,110000.0,Acty,600000,Karachi,Cash,2012.0
946,Toyota,Used,Petrol,93000.0,Corolla XLI,1230000,Karachi,Cash,2011.0
947,Toyota,Used,CNG,99999.0,Other,130000,Karachi,Cash,1973.0
948,Mitsubishi,Used,Petrol,58400.0,EK Custom,1110000,Karachi,Cash,2014.0
949,Toyota,New,Petrol,48000.0,Vitz,1425000,Karachi,Cash,2012.0
950,Daihatsu,Used,Petrol,99999.0,Charade,250000,Karachi,Cash,1984.0
951,Toyota,Used,Petrol,70000.0,Aqua,1800000,Karachi,Cash,2017.0
952,Suzuki,Used,Petrol,9999.0,Liana,495000,Karachi,Cash,2006.0
953,Toyota,Used,Diesel,63000.0,Corolla GLI,1650000,Karachi,Cash,2015.0
954,Toyota,Used,Petrol,85000.0,Lite Ace,1275786,Karachi,Cash,2009.0
955,Suzuki,Used,Petrol,100000.0,Every Wagon,795000,Karachi,Cash,2011.0
956,Toyota,Used,Petrol,65000.0,Passo,880000,Karachi,Cash,2007.0
957,Toyota,Used,CNG,100000.0,86,180000,Karachi,Cash,2018.0
958,Honda,New,Petrol,30000.0,Civic Prosmetic,1475000,Karachi,Cash,2010.0
959,Toyota,Used,Petrol,130000.0,Passo,800000,Karachi,Cash,2008.0
960,Suzuki,New,CNG,100000.0,Mehran VX,315000,Karachi,Cash,2004.0
961,Toyota,New,Petrol,56000.0,Rush,1975000,Karachi,Cash,2009.0
962,Toyota,Used,Petrol,50000.0,Corolla GLI,1450000,Karachi,Cash,2011.0
963,Suzuki,Used,Hybrid,174000.0,Alto,360000,Karachi,Cash,2004.0
964,Daihatsu,Used,Petrol,185485.0,Charade,140000,Karachi,Cash,1993.0
965,Suzuki,New,Petrol,52500.0,Mehran VX,615000,Karachi,Cash,2017.0
966,Honda,Used,CNG,160000.0,Civic Prosmetic,545000,Karachi,Cash,2000.0
967,Other Brands,Used,Diesel,1111111.0,Other,550000,Lasbela,Cash,1952.0
968,Nissan,Used,CNG,100000.0,120 Y,170000,Karachi,Cash,1979.0
969,Suzuki,Used,Petrol,100000.0,Liana,675000,Karachi,Cash,2008.0
970,Toyota,Used,Petrol,138000.0,Corrolla Altis,960000,Karachi,Cash,2004.0
971,Toyota,Used,Petrol,1.0,Passo,880000,Karachi,Cash,2007.0
972,Suzuki,Used,Petrol,90000.0,Cultus VXL,390000,Karachi,Cash,2001.0
973,Suzuki,Used,CNG,75000.0,Alto,670000,Karachi,Cash,2008.0
974,Toyota,Used,Petrol,63000.0,Corolla XLI,1080000,Karachi,Cash,2010.0
975,Suzuki,Used,Petrol,90000.0,Mehran VX,470000,Karachi,Cash,2010.0
976,Daihatsu,Used,Petrol,74000.0,Mira,1250000,Karachi,Cash,2018.0
977,Suzuki,Used,Petrol,1.0,Cultus VXR,870000,Karachi,Cash,2015.0
978,Suzuki,Used,CNG,96369.0,Margalla,280000,Karachi,Cash,1993.0
979,Suzuki,Used,CNG,68000.0,Alto,615000,Karachi,Cash,2011.0
980,Suzuki,Used,CNG,10000.0,Bolan,145000,Karachi,Cash,1984.0
981,Daihatsu,New,Petrol,96000.0,Mira,1220000,Karachi,Cash,2015.0
982,Toyota,Used,Petrol,10000.0,Vitz,900000,Karachi,Cash,2005.0
983,Suzuki,New,Petrol,27000.0,Mehran VXR,725000,Karachi,Cash,2017.0
984,Honda,Used,CNG,5000.0,Civic EXi,130000,Karachi,Cash,1987.0
985,Suzuki,Used,Petrol,92000.0,Cultus VXR,900000,Karachi,Cash,2014.0
986,Suzuki,New,Petrol,31000.0,Cultus VXR,1025000,Karachi,Cash,2014.0
987,Suzuki,New,CNG,75000.0,Bolan,490000,Karachi,Cash,2008.0
988,Toyota,Used,Petrol,75000.0,Corolla XLI,1225000,Karachi,Cash,2009.0
989,Toyota,Used,Petrol,180000.0,86,2200000,Karachi,Cash,1986.0
990,Mitsubishi,Used,Petrol,10000.0,Pajero Mini,360000,Karachi,Cash,1996.0
991,Honda,New,Petrol,37000.0,Civic VTi,1350000,Karachi,Cash,2011.0
992,Honda,Used,Petrol,150000.0,City IDSI,840000,Karachi,Cash,2004.0
993,Suzuki,Used,CNG,810.0,Cultus VXR,520000,Karachi,Cash,2007.0
994,Honda,Used,Petrol,61500.0,Civic EXi,800000,Karachi,Cash,2005.0
995,Honda,Used,Petrol,66000.0,Civic EXi,875000,Karachi,Cash,2006.0
996,Suzuki,Used,CNG,75000.0,Mehran VX,375000,Karachi,Cash,2010.0
997,Suzuki,Used,Petrol,58000.0,Swift,1010000,Karachi,Cash,2010.0
998,Toyota,Used,Petrol,70000.0,Corolla XLI,1140000,Karachi,Cash,2011.0
999,Suzuki,Used,Petrol,80000.0,Cultus VXR,530000,Karachi,Cash,2007.0
